31.10.2020	84150420	14	69623
31.10.2020	84150421	256	74819
31.10.2020	84150425	7	78264
31.10.2020	84150429	32738	70555
31.10.2020	84150430	921	51229
31.10.2020	84150436	21	80523
31.10.2020	84150453	158	81620
31.10.2020	84150458	4874	67149
31.10.2020	84150475	2891	79316
31.10.2020	84150480	2785	72463
31.10.2020	84150483	43	82534
31.10.2020	84150484	70	74842
31.10.2020	84150485	132	25015
31.10.2020	84150487	7	55906
31.10.2020	84150490	11	76413
31.10.2020	84150491	4075	80403
31.10.2020	84150494	22	76249
31.10.2020	84150498	38	70951
31.10.2020	84150500	2574	81162
31.10.2020	84150508	8	75234
31.10.2020	84150510	4615	70691
31.10.2020	84150513	33	74254
31.10.2020	84150517	3201	9824
31.10.2020	84150518	37	79985
31.10.2020	84150519	9	50884
31.10.2020	84150520	1713	74465
31.10.2020	84150527	2540	81267
31.10.2020	84150533	10	53501
31.10.2020	84150540	31	92623
31.10.2020	84150543	290	76815
31.10.2020	84150545	357	74641
31.10.2020	84150559	462	87437
31.10.2020	84150565	1970	36475
31.10.2020	84150567	1	47439
31.10.2020	84150570	0	73273
31.10.2020	84150573	2120	87248
31.10.2020	84150583	434	88738
31.10.2020	84150590	3309	42427
31.10.2020	84150603	1477	83146
31.10.2020	84150605	336	102976
31.10.2020	84150632	217	84826
31.10.2020	84150634	635	74147
31.10.2020	84150636	3831	79331
31.10.2020	84150638	336	69539
31.10.2020	84150639	54	56760
31.10.2020	84150641	1352	82596
31.10.2020	84150648	3584	65752
31.10.2020	84150681	4552	28906
31.10.2020	84150685	1993	39953
31.10.2020	84150703	388	79835
31.10.2020	84150712	311	87456
31.10.2020	84150716	17	73988
31.10.2020	84150723	852	96623
31.10.2020	84150724	51	76930
31.10.2020	84150726	147	83263
31.10.2020	84150734	307	96253
31.10.2020	84150737	3593	91055
31.10.2020	84150741	7295	77910
31.10.2020	84150749	2005	92941
31.10.2020	84150750	2315	19118
31.10.2020	84150751	10820	26771
31.10.2020	84150753	4156	96898
31.10.2020	84150754	2341	37628
31.10.2020	84207412	3	48840
31.10.2020	84207429	659	50516
31.10.2020	84207448	8	61412
31.10.2020	84207486	276	59787
31.10.2020	84207489	1551	42272
31.10.2020	84207494	34	19769
31.10.2020	84207495	101	56897
31.10.2020	84207507	44	25166
31.10.2020	84207509	2763	41131
31.10.2020	84207526	989	62964
31.10.2020	84207527	316	50746
31.10.2020	84207528	2594	42489
31.10.2020	84207533	21358	28664
31.10.2020	84207535	20	68651
31.10.2020	84207536	135	60149
31.10.2020	84207537	23	71008
31.10.2020	84207538	14	70224
31.10.2020	84207539	12	22310
31.10.2020	84207542	224	52951
31.10.2020	84207555	1380	45727
31.10.2020	84207556	23	60439
31.10.2020	84207581	561	69437
31.10.2020	84207587	36168	47329
31.10.2020	84207622	101	103656
